year,jday,tmin,tmax,rain,rad
58,120,18.0,24.3,1.9,0.6
58,121,17.4,25.6,0.2,0.9
58,122,16.8,27.5,0.2,0.7
58,123,17.8,26.0,1.1,0.5
58,124,22.4,30.2,0.0,1.2
58,125,16.7,28.0,2.4,0.5
58,126,19.7,27.4,0.2,0.4
58,127,17.2,30.7,0.0,1.0
58,128,17.1,25.2,9.8,0.4
58,129,17.7,28.7,0.2,0.5
58,130,18.0,31.1,0.0,0.6
58,131,17.4,31.7,0.0,1.0
58,132,18.0,29.3,0.2,0.4
58,133,19.1,27.4,0.2,0.6
58,134,15.9,27.0,0.0,1.0
58,135,17.5,31.2,0.0,1.1
58,136,17.7,29.0,0.2,0.6
58,137,15.4,25.4,7.6,0.6
58,138,18.7,27.0,1.1,0.4
58,139,17.1,28.9,0.4,0.5
58,140,16.5,27.3,0.0,0.8
58,141,18.4,27.9,0.0,0.6
58,142,18.2,27.7,0.4,0.4
58,143,16.9,28.3,0.0,0.8
58,144,17.3,28.3,0.0,0.9
58,145,15.1,28.3,0.4,0.8
58,146,16.9,23.3,0.2,0.3
58,147,17.0,24.3,0.4,0.6
58,148,16.6,30.7,0.0,0.6
58,149,17.0,25.1,0.4,0.5
58,150,17.7,24.4,0.4,0.9
58,151,17.8,28.1,2.5,0.8
58,152,18.5,27.2,0.0,0.5
58,153,14.5,29.1,0.0,0.6
58,154,13.0,28.3,0.0,0.4
58,155,15.6,27.6,0.4,0.5
58,156,17.3,24.3,0.2,0.8
58,157,16.2,27.4,13.4,0.5
58,158,17.6,26.1,0.0,0.3
58,159,17.5,27.1,0.0,0.3
58,160,17.0,27.1,0.0,0.6
58,161,16.4,28.4,0.0,0.4
58,162,17.2,27.7,0.0,0.6
58,163,15.5,24.1,0.0,0.3
58,164,14.1,28.3,0.0,0.6
58,165,14.2,27.0,0.7,0.2
58,166,15.8,21.1,0.3,0.5
58,167,14.5,29.1,0.0,0.3
58,168,14.2,26.1,0.0,1.2
58,169,16.3,27.5,0.0,0.6
58,170,15.4,26.5,0.2,0.5
58,171,15.9,28.4,0.0,0.7
58,172,17.0,30.0,0.0,0.6
58,173,16.3,25.5,0.0,0.6
58,174,15.5,27.1,0.5,0.5
58,175,17.2,27.2,0.0,0.5
58,176,14.2,29.4,0.0,0.4
58,177,11.5,29.2,0.0,0.3
58,178,14.6,29.0,0.0,0.6
58,179,16.4,25.8,0.0,0.5
58,180,14.6,23.9,0.0,0.8
58,181,14.7,26.3,0.0,1.2
58,182,14.7,28.1,0.0,0.4
58,183,15.3,25.2,0.0,0.5
58,184,14.6,28.7,0.0,0.5
58,185,16.0,27.7,0.0,0.4
58,186,14.3,28.7,0.0,0.6
58,187,16.6,25.4,0.0,0.6
58,188,14.4,27.9,0.0,1.1
58,189,13.6,27.4,0.0,0.8
58,190,9.6,25.9,0.0,0.6
58,191,11.5,28.4,0.0,0.6
58,192,14.1,23.1,0.0,0.5
58,193,15.2,21.7,0.0,1.2
58,194,13.6,26.4,0.0,0.5
58,195,17.2,25.9,0.5,0.3
58,196,17.3,24.5,5.0,0.3
58,197,14.9,25.3,0.8,0.3
58,198,14.9,25.0,0.0,0.4
58,199,14.5,28.6,0.0,0.4
58,200,13.5,23.0,0.0,0.5
58,201,16.4,22.9,0.0,0.8
58,202,15.9,28.3,0.0,0.5
58,203,12.7,23.0,0.0,0.6
58,204,14.4,27.2,0.0,0.5
58,205,12.8,28.5,0.0,0.4
58,206,13.4,22.6,0.0,0.7
58,207,14.5,23.6,0.0,0.6
58,208,15.2,27.0,0.0,0.5
58,209,15.0,25.2,0.0,0.5
58,210,14.2,28.0,0.0,0.4
58,211,16.2,28.0,0.0,0.6
58,212,14.1,28.9,0.0,0.8
58,213,14.2,28.2,0.0,0.8
58,214,16.5,27.1,0.0,1.2
58,215,12.3,27.0,0.0,0.9
58,216,16.0,27.8,0.0,1.1
58,217,13.9,28.6,0.0,0.6
58,218,16.4,28.8,0.0,1.0
58,219,16.4,28.8,0.0,0.5
58,220,16.2,30.2,0.0,0.6
58,221,15.1,26.2,0.0,0.5
58,222,14.9,29.8,0.0,0.4
58,223,15.7,27.3,0.0,0.7
58,224,15.4,27.8,0.0,0.5
58,225,14.9,28.0,0.0,0.6
58,226,14.0,28.5,0.0,0.5
58,227,14.2,29.3,0.0,0.5
58,228,15.0,26.3,0.0,0.6
58,229,12.2,26.3,0.0,0.2
58,230,11.3,25.6,0.0,0.6
58,231,13.5,28.7,0.0,0.5
58,232,16.2,25.4,0.0,1.4
58,233,14.6,28.9,0.0,0.6
58,234,16.1,27.7,0.0,1.3
58,235,15.4,28.2,0.0,1.1
58,236,16.2,26.8,0.0,0.6
58,237,14.9,28.0,0.0,0.7
58,238,15.4,29.5,0.0,0.6
58,239,13.7,26.8,0.0,0.5
58,240,16.4,25.0,0.0,0.5
58,241,14.7,26.3,0.0,0.5
58,242,16.7,31.9,0.0,1.3
58,243,15.3,29.2,0.0,0.7
58,244,15.4,29.0,0.0,0.4
58,245,16.4,28.3,0.0,0.7
58,246,16.3,30.2,0.0,1.0
58,247,15.1,29.9,0.0,0.5
58,248,12.8,27.8,0.0,0.6
58,249,14.9,28.4,0.0,0.9
58,250,14.8,26.7,0.0,0.4
58,251,13.9,30.5,0.0,0.6
58,252,16.0,26.0,0.2,0.5
58,253,16.3,26.7,0.2,0.5
58,254,14.2,31.0,0.0,1.1
58,255,13.4,30.9,0.0,1.4
58,256,14.5,27.4,0.0,0.8
58,257,16.5,27.5,0.0,0.5
58,258,11.8,27.8,0.0,0.7
58,259,16.7,26.4,0.0,0.5
58,260,17.2,30.1,0.0,0.8
58,261,15.5,28.1,0.0,0.6
58,262,17.4,26.2,0.0,0.4
58,263,13.5,28.5,0.0,0.5
58,264,16.0,30.4,0.0,0.8
58,265,15.0,28.5,0.0,0.5
58,266,16.3,28.9,0.0,0.4
58,267,15.9,33.3,0.0,0.6
58,268,15.4,30.4,0.0,0.6
58,269,15.8,30.3,0.0,1.0
58,270,17.8,30.9,0.0,0.6
58,271,17.6,30.4,0.0,0.7
58,272,14.4,29.9,0.0,1.0
58,273,16.6,23.9,5.1,0.4
58,274,15.8,33.4,0.0,0.5
58,275,14.0,28.9,0.0,0.6
58,276,17.0,29.1,0.0,1.3
58,277,16.0,32.7,0.0,1.3
58,278,17.7,33.2,0.0,1.2
58,279,18.0,30.9,0.0,1.0
58,280,15.5,30.4,0.0,0.6
58,281,16.0,29.8,0.0,0.9
58,282,14.8,29.5,0.0,0.6
58,283,16.5,29.5,0.0,1.1
58,284,17.9,28.2,0.0,0.5
58,285,18.4,32.6,0.0,0.6
58,286,15.9,33.5,0.0,0.5
58,287,16.3,31.2,0.0,0.6
58,288,15.9,23.3,5.6,0.2
58,289,17.4,26.4,17.6,0.5
58,290,17.4,31.0,0.2,0.4
58,291,17.3,27.1,0.2,0.3
58,292,16.6,26.2,8.5,0.3
58,293,17.7,22.8,2.5,0.5
58,294,15.2,34.5,0.0,0.6
58,295,17.9,24.9,0.2,0.5
58,296,15.6,29.1,0.0,1.0
58,297,15.7,33.2,0.0,0.7
58,298,17.3,31.9,0.0,0.6
58,299,18.0,30.8,0.0,0.7
58,300,14.0,29.0,0.0,0.5
58,301,14.2,29.4,0.0,0.6
58,302,18.9,29.7,0.0,0.8
58,303,19.0,29.6,0.0,0.5
58,304,18.8,30.1,0.0,0.5
58,305,17.3,34.4,0.0,0.6
58,306,18.5,34.4,0.0,0.5
58,307,14.0,30.1,0.0,0.8
58,308,18.8,28.7,0.0,0.7
58,309,18.8,30.1,0.0,1.4
58,310,18.1,30.2,0.0,0.8
58,311,18.1,34.4,0.0,0.7
58,312,16.8,32.8,0.0,0.6
58,313,15.1,29.3,0.0,0.6
58,314,16.1,30.9,0.0,0.5
58,315,15.2,29.9,0.0,0.5
58,316,18.2,29.6,0.0,0.6
58,317,16.4,27.6,17.4,0.4
58,318,17.1,30.0,0.0,0.5
58,319,17.3,34.3,0.0,0.7
58,320,17.0,30.1,0.0,0.5
58,321,18.6,34.1,0.0,0.7
58,322,19.0,28.3,6.6,1.1
58,323,19.6,28.1,42.7,0.9
58,324,18.7,26.5,4.5,0.6
58,325,17.6,29.1,7.1,0.5
58,326,18.8,31.0,6.0,0.6
58,327,17.5,27.5,0.0,0.7
58,328,19.3,31.6,0.0,0.5
58,329,15.6,29.7,40.0,0.4
58,330,16.2,26.6,0.2,0.5
58,331,19.6,27.6,0.4,0.6
58,332,18.9,27.6,9.7,0.7
58,333,18.2,29.2,3.4,0.8
58,334,19.1,27.7,1.2,0.6
58,335,17.6,27.2,19.3,1.0
58,336,18.1,31.8,0.0,0.6
58,337,17.6,29.6,3.9,0.7
58,338,18.9,30.0,0.0,1.2
58,339,19.2,32.2,0.0,1.2
58,340,17.3,30.0,1.2,0.7
58,341,17.9,27.9,1.2,0.8
58,342,19.0,27.9,12.0,0.6
58,343,16.1,29.8,0.0,0.7
58,344,19.4,29.6,3.4,0.8
58,345,18.2,29.6,0.0,0.7
58,346,19.3,29.8,1.2,0.9
58,347,17.4,29.8,2.1,1.3
58,348,18.6,28.3,3.0,0.5
58,349,18.5,29.2,0.4,0.5
58,350,19.2,29.3,0.2,0.5
58,351,18.5,30.6,0.0,0.8
58,352,18.3,29.9,0.0,1.0
58,353,19.0,29.1,0.0,1.4
58,354,20.4,31.5,0.0,0.6
58,355,18.4,29.0,1.6,0.7
58,356,19.7,27.4,4.0,0.8
58,357,17.7,29.8,0.0,0.7
58,358,18.2,30.9,0.0,1.4
58,359,18.3,27.5,4.2,0.7
58,360,20.4,31.4,0.0,1.3
58,361,19.2,31.4,0.0,0.7
58,362,18.8,29.7,1.7,0.5
58,363,20.1,27.5,0.6,0.5
58,364,18.0,27.3,0.0,0.7
58,365,19.8,24.1,0.5,0.7
59,1,17.8,29.7,13.2,0.5
59,2,19.1,29.2,0.0,0.8
59,3,18.5,30.4,0.0,0.6
59,4,18.5,32.7,0.0,0.6
59,5,21.0,28.8,0.0,0.8
59,6,18.0,29.7,0.0,0.5
59,7,16.8,31.3,0.0,1.3
59,8,17.2,29.9,0.0,0.9
59,9,18.5,30.6,0.0,0.7
59,10,17.5,31.2,0.0,0.7
59,11,19.2,33.3,0.0,1.3
59,12,19.5,29.3,0.0,1.5
59,13,18.2,29.0,0.0,1.4
59,14,18.7,31.6,0.0,1.0
59,15,18.4,30.8,0.0,0.7
59,16,20.3,27.3,0.0,0.6
59,17,17.8,30.2,0.0,0.8
59,18,18.2,31.0,0.0,1.3
59,19,19.0,29.8,0.0,0.7
59,20,17.9,28.6,0.0,0.7
59,21,20.6,30.7,0.0,1.5
59,22,18.3,30.3,0.0,1.4
59,23,19.4,29.3,0.0,0.8
59,24,18.2,31.5,0.0,0.7
59,25,19.2,30.6,0.0,1.3
59,26,17.4,30.7,0.0,0.8
59,27,17.8,33.9,0.0,0.8
59,28,18.1,30.7,0.0,0.7
59,29,16.9,30.6,0.0,0.7
59,30,18.2,33.4,2.2,0.4
59,31,20.1,33.8,8.9,0.3
59,32,18.0,30.3,18.0,0.4
59,33,18.3,28.7,0.4,0.5
59,34,19.2,31.0,0.0,0.6
59,35,17.1,29.4,0.0,0.5
59,36,16.2,34.7,0.0,0.4
59,37,18.5,33.7,0.0,0.6
59,38,18.0,34.0,0.3,0.4
59,39,20.2,31.9,17.8,0.7
59,40,18.7,29.0,0.0,0.7
59,41,17.7,30.1,0.0,0.7
59,42,19.4,31.1,0.0,0.6
59,43,20.0,34.3,0.0,1.2
59,44,18.3,31.5,0.0,0.9
59,45,18.0,30.0,0.0,0.6
59,46,19.0,29.1,0.0,0.6
59,47,19.1,32.0,0.0,1.0
59,48,18.0,31.9,0.0,1.1
59,49,19.6,32.4,0.0,0.6
59,50,18.3,32.0,0.0,0.6
59,51,18.1,28.0,0.0,0.5
59,52,19.6,34.4,0.0,0.7
59,53,18.3,31.9,0.0,0.5
59,54,17.7,32.8,0.0,0.7
59,55,18.4,35.4,0.0,0.5
59,56,19.5,29.0,0.0,0.4
59,57,18.1,33.0,0.2,0.9
59,58,14.9,32.4,12.3,1.1
59,59,18.5,31.5,0.0,0.5
59,60,19.8,32.6,0.0,0.6
59,61,14.3,31.2,0.0,0.6
59,62,19.1,30.4,0.0,0.7
59,63,18.0,33.0,0.0,0.4
59,64,20.1,32.6,3.4,0.5
59,65,17.8,26.4,0.0,0.7
59,66,18.6,33.2,0.0,0.7
59,67,19.1,31.1,0.0,0.7
59,68,19.3,30.6,1.1,1.0
59,69,20.0,29.7,1.4,0.3
59,70,17.7,32.4,0.0,0.7
59,71,18.9,32.9,0.0,0.7
59,72,19.7,29.5,32.1,0.5
59,73,18.8,29.9,10.5,0.5
59,74,18.8,33.7,0.0,0.7
59,75,16.9,34.1,0.0,1.2
59,76,20.8,31.9,0.0,1.3
59,77,18.3,33.3,0.0,0.7
59,78,16.8,33.2,0.0,0.8
59,79,19.4,32.7,0.0,0.8
59,80,17.7,32.2,0.0,0.7
59,81,17.7,33.5,0.0,1.0
59,82,18.3,33.0,1.5,0.8
59,83,20.0,29.6,8.0,0.7
59,84,19.8,30.4,16.3,1.2
59,85,16.3,34.3,2.8,0.7
59,86,17.7,31.1,0.2,0.3
59,87,17.5,30.0,3.8,0.7
59,88,24.3,31.8,0.0,0.7
59,89,17.0,34.0,5.5,0.6
59,90,18.8,27.9,6.2,0.9
59,91,16.2,28.1,23.0,0.7
59,92,18.1,30.5,36.8,0.9
59,93,16.0,27.7,0.2,0.5
59,94,19.5,31.9,0.2,0.6
59,95,17.7,29.5,0.2,0.8
59,96,18.4,28.1,0.2,0.5
59,97,19.4,33.0,34.0,1.0
59,98,20.2,30.8,0.2,0.6
59,99,17.3,31.6,0.2,1.1
59,100,18.7,31.2,0.2,1.0
59,101,18.6,29.5,0.0,0.7
59,102,20.0,31.1,35.4,1.0
59,103,18.1,27.4,79.1,0.5
59,104,20.2,27.7,0.3,0.6
59,105,19.0,27.7,0.2,0.5
59,106,19.1,28.6,1.2,0.8
59,107,28.1,30.1,0.0,0.6
59,108,18.3,27.5,9.1,0.6
59,109,18.9,30.1,0.2,0.5
59,110,18.9,28.5,4.5,0.8
59,111,19.3,25.9,0.5,0.6
59,112,18.8,29.2,0.0,0.6
59,113,18.3,29.0,0.0,0.7
59,114,17.9,27.3,0.2,0.5
59,115,18.2,30.9,0.2,0.7
59,116,18.3,28.3,0.2,0.6
59,117,17.6,23.6,0.2,1.1
59,118,18.5,27.5,0.2,1.0
59,119,16.8,28.1,2.2,0.6
59,120,17.6,24.9,8.9,0.5
59,121,18.0,28.5,0.8,1.0
59,122,16.3,25.1,0.6,0.6
59,123,17.4,28.6,0.2,0.6
59,124,18.8,31.3,0.8,1.2
59,125,17.9,23.3,0.2,0.5
59,126,19.4,26.2,0.2,0.6
59,127,16.7,25.8,0.2,0.5
59,128,17.0,29.7,5.5,0.7
59,129,17.1,27.6,0.0,0.7
59,130,19.7,26.2,0.0,0.7
59,131,17.8,32.7,0.0,0.6
59,132,16.0,30.6,0.0,1.0
59,133,14.5,24.6,0.0,0.6
59,134,17.2,27.2,0.0,0.6
59,135,18.7,28.0,0.0,0.8
59,136,15.4,24.5,0.3,0.9
59,137,16.9,24.1,2.0,0.5
59,138,15.4,29.2,0.4,0.4
59,139,16.5,28.8,0.2,0.5
59,140,17.2,27.1,1.1,0.9
59,141,17.2,28.7,2.3,0.3
59,142,15.8,30.1,0.0,0.6
59,143,16.8,28.8,0.0,1.0
59,144,16.7,29.1,0.0,0.7
59,145,16.3,28.5,0.0,1.1
59,146,18.1,30.0,1.9,1.0
59,147,18.8,30.0,0.2,0.6
59,148,16.3,24.2,7.4,1.0
59,149,18.6,27.7,0.2,0.5
59,150,16.8,28.1,0.0,0.8
59,151,17.7,27.1,0.3,0.6
59,152,15.8,27.7,0.3,0.5
59,153,15.0,24.7,0.3,0.6
59,154,16.0,25.8,0.4,0.5
59,155,18.1,25.8,0.2,0.4
59,156,16.1,26.0,0.3,0.7
59,157,18.1,25.6,0.0,1.2
59,158,13.9,27.6,0.0,0.6
59,159,17.2,26.1,0.0,0.4
59,160,15.9,29.8,0.4,0.8
59,161,16.2,27.3,1.2,0.9
59,162,15.4,26.5,0.0,0.5
59,163,15.4,28.4,0.0,0.6
59,164,16.8,27.5,0.5,0.4
59,165,16.7,28.6,0.0,1.2
59,166,15.0,25.2,0.0,1.1
59,167,15.5,31.4,0.0,0.3
59,168,14.4,31.4,0.0,0.6
59,169,17.5,25.2,0.0,0.4
59,170,14.7,25.4,0.0,0.6
59,171,15.0,27.9,0.0,0.8
59,172,14.3,25.7,0.0,0.6
59,173,13.9,28.8,0.0,0.6
59,174,15.3,26.4,0.5,0.4
59,175,16.1,28.7,0.0,0.6
59,176,15.6,29.0,0.0,0.6
59,177,13.0,28.3,0.0,0.6
59,178,15.8,27.6,0.2,0.7
59,179,17.6,26.3,0.0,0.6
59,180,17.1,29.3,0.0,0.5
59,181,15.3,27.0,0.0,0.4
59,182,14.3,23.6,0.0,0.6
59,183,13.3,24.1,0.0,0.6
59,184,14.5,23.3,0.0,0.6
59,185,16.2,25.5,0.0,0.5
59,186,15.6,24.3,0.0,0.5
59,187,10.3,25.4,0.0,0.5
59,188,13.5,28.5,0.0,0.9
59,189,12.4,22.9,0.0,1.0
59,190,15.5,26.0,0.0,0.4
59,191,11.0,26.7,0.0,0.5
59,192,15.8,28.0,0.0,1.0
59,193,14.3,27.3,0.0,0.4
59,194,15.4,27.0,0.0,0.5
59,195,14.0,29.7,0.0,0.8
59,196,17.3,22.3,0.2,0.7
59,197,14.9,24.0,0.2,0.5
59,198,14.9,27.8,0.0,0.5
59,199,16.9,27.1,0.0,0.9
59,200,12.7,27.8,0.0,0.5
59,201,13.2,30.0,0.0,0.5
59,202,13.5,27.9,0.0,1.1
59,203,12.8,25.4,0.0,0.4
59,204,13.7,28.6,0.0,0.5
59,205,14.4,26.3,0.0,0.6
59,206,16.7,27.1,0.0,0.5
59,207,14.6,24.2,0.2,0.3
59,208,12.8,24.5,0.3,0.5
59,209,17.3,26.2,0.2,0.4
59,210,15.0,27.3,0.0,0.4
59,211,15.2,29.7,0.0,0.6
59,212,16.9,29.4,0.0,1.3
59,213,15.4,28.9,0.0,0.4
59,214,13.5,24.4,0.0,0.8
59,215,11.6,25.0,0.0,0.4
59,216,15.7,28.5,0.0,0.4
59,217,14.6,28.2,0.0,0.7
59,218,15.8,26.5,0.0,0.5
59,219,15.8,26.7,0.0,0.6
59,220,13.0,26.9,0.0,0.4
59,221,15.4,28.7,0.0,0.6
59,222,17.2,27.8,0.0,0.6
59,223,16.3,27.2,0.0,0.4
59,224,14.7,27.1,0.0,0.6
59,225,14.1,25.4,0.0,0.5
59,226,15.6,27.5,0.0,0.5
59,227,16.6,29.1,0.0,0.6
59,228,15.7,24.7,0.0,0.5
59,229,15.0,27.3,0.0,0.8
59,230,16.0,29.6,0.0,0.6
59,231,14.9,28.7,0.0,0.6
59,232,15.0,27.2,0.0,0.8
59,233,12.3,29.3,0.0,0.5
59,234,14.9,28.1,0.0,0.6
59,235,15.8,24.8,0.0,0.6
59,236,15.1,29.3,0.0,1.1
59,237,17.0,30.0,0.0,0.6
59,238,17.2,31.7,0.0,0.4
59,239,16.0,27.4,0.0,0.5
59,240,15.0,25.7,0.0,0.7
59,241,11.7,24.9,0.0,0.7
59,242,14.5,28.7,0.0,0.7
59,243,17.4,29.7,0.0,1.0
59,244,14.7,26.6,0.0,0.7
59,245,14.2,28.4,0.0,0.8
59,246,16.2,29.1,0.0,0.6
59,247,15.2,30.4,0.0,1.2
59,248,14.3,27.5,0.0,0.7
59,249,14.7,26.2,0.0,0.7
59,250,15.2,26.3,0.0,1.2
59,251,15.3,25.0,0.0,0.6
59,252,15.1,27.8,0.0,0.5
59,253,16.1,27.5,0.0,1.3
59,254,16.6,25.6,0.0,0.8
59,255,16.0,28.4,0.0,0.8
59,256,11.8,29.9,0.0,1.3
59,257,16.0,31.1,0.0,0.6
59,258,16.4,29.9,0.0,1.2
59,259,16.4,30.0,0.0,0.7
59,260,15.4,25.3,0.0,1.2
59,261,16.6,26.8,0.0,0.5
59,262,15.8,30.4,0.0,0.8
59,263,13.9,32.0,0.0,0.8
59,264,15.8,28.4,0.0,0.8
59,265,16.5,31.4,0.0,0.6
59,266,16.4,27.9,0.0,0.7
59,267,17.6,33.2,0.0,0.6
59,268,16.6,31.0,0.0,0.6
59,269,14.8,21.5,0.2,0.7
59,270,14.6,29.7,0.0,1.2
59,271,17.0,28.4,0.0,0.7
59,272,16.2,31.2,0.0,0.6
59,273,13.4,27.8,0.0,1.2
59,274,14.4,29.3,0.0,0.5
59,275,18.0,31.0,0.0,1.1
59,276,17.1,30.9,0.0,0.6
59,277,17.7,27.8,5.5,0.6
59,278,17.0,33.7,0.0,0.7
59,279,17.1,32.5,0.0,0.6
59,280,15.8,23.0,0.2,0.4
59,281,16.7,23.9,13.5,0.4
59,282,17.7,31.2,3.3,0.4
59,283,17.5,27.5,0.5,0.5
59,284,16.1,28.6,0.8,0.4
59,285,18.8,22.9,5.3,1.0
59,286,17.7,26.0,9.9,0.6
59,287,17.2,24.3,0.2,0.4
59,288,18.0,28.1,0.2,0.3
59,289,17.0,26.4,31.1,0.5
59,290,15.9,29.4,0.0,0.6
59,291,18.7,33.4,0.0,0.9
59,292,17.6,31.9,0.0,0.6
59,293,19.5,33.8,0.0,0.8
59,294,19.3,34.7,0.0,1.2
59,295,19.3,28.4,31.4,0.7
59,296,17.0,22.0,6.1,0.4
59,297,18.4,28.9,0.0,0.6
59,298,18.1,25.6,0.3,0.3
59,299,17.8,25.2,0.2,0.4
59,300,18.8,28.4,14.6,0.4
59,301,17.9,27.3,30.5,1.1
59,302,18.6,27.8,36.9,0.7
59,303,19.3,28.5,24.0,0.5
59,304,18.1,30.1,0.0,1.1
59,305,17.2,26.8,16.3,0.6
59,306,18.8,29.5,0.0,1.3
59,307,17.4,29.5,0.0,1.3
59,308,17.7,26.5,0.4,1.0
59,309,18.9,28.9,10.4,0.5
59,310,18.2,27.0,0.2,0.5
59,311,19.0,28.3,0.4,0.5
59,312,18.3,30.5,0.0,0.5
59,313,19.5,29.8,32.6,0.4
59,314,19.0,29.0,9.1,0.5
59,315,16.5,25.8,21.6,0.6
59,316,18.6,31.7,14.6,0.4
59,317,18.3,31.3,0.4,0.9
59,318,18.8,28.8,0.0,0.7
59,319,19.2,30.5,0.0,1.3
59,320,18.9,28.4,0.0,1.1
59,321,18.2,31.3,0.0,0.6
59,322,18.1,28.4,0.0,0.7
59,323,17.9,28.4,0.0,0.5
59,324,17.9,31.0,0.0,0.6
59,325,18.1,26.7,34.3,0.7
59,326,18.2,31.4,1.4,0.7
59,327,18.9,27.5,0.8,0.7
59,328,18.2,29.0,0.2,0.7
59,329,15.4,29.8,0.0,0.8
59,330,19.3,30.1,4.4,0.7
59,331,18.9,28.0,0.2,0.5
59,332,19.8,27.8,0.3,0.5
59,333,17.3,31.0,1.2,0.6
59,334,19.3,28.8,9.2,0.9
59,335,17.8,33.1,0.0,0.7
59,336,19.0,29.4,0.3,1.0
59,337,19.2,30.1,0.3,1.4
59,338,17.8,29.8,0.0,0.7
59,339,18.3,28.1,2.6,1.0
59,340,16.8,30.1,0.0,0.8
59,341,17.6,29.2,1.7,0.6
59,342,19.4,28.4,12.1,0.5
59,343,19.1,29.3,0.0,0.8
59,344,18.7,28.9,0.0,0.7
59,345,19.4,29.5,3.0,0.8
59,346,19.2,29.6,0.0,0.8
59,347,18.5,26.0,0.5,0.6
59,348,17.8,29.5,10.0,0.6
59,349,20.0,27.1,0.3,1.2
59,350,18.0,29.4,0.0,0.8
59,351,17.4,29.3,0.0,0.7
59,352,18.6,27.1,0.2,1.1
59,353,18.0,27.1,2.5,0.7
59,354,18.0,29.5,0.0,0.7
59,355,18.9,30.5,0.0,1.2
59,356,18.8,29.7,2.1,0.7
59,357,17.5,28.2,0.2,0.6
59,358,18.4,30.0,0.0,0.7
59,359,18.8,30.0,0.0,0.7
59,360,18.5,28.9,0.0,0.8
59,361,18.5,29.8,0.0,0.7
59,362,18.9,30.2,0.0,0.8
59,363,18.6,28.5,0.0,1.0
59,364,18.4,31.0,0.0,0.7
59,365,20.5,30.0,0.0,0.8
60,1,18.6,30.3,0.0,0.7
60,2,19.2,31.0,0.0,0.7
60,3,17.0,29.3,0.0,0.7
60,4,20.2,30.5,0.0,0.7
60,5,16.8,30.2,0.0,0.7
60,6,19.6,30.1,0.0,1.2
60,7,19.9,31.4,0.2,0.8
60,8,18.3,29.8,0.2,0.5
60,9,20.5,25.9,34.7,0.6
60,10,18.6,29.9,29.7,0.7
60,11,18.1,30.4,0.0,0.8
60,12,19.5,31.0,0.0,0.7
60,13,19.6,30.3,0.0,0.6
60,14,19.4,27.4,0.0,0.8
60,15,18.9,30.5,0.0,0.8
60,16,19.5,30.6,0.0,1.4
60,17,18.6,31.1,0.0,1.3
60,18,17.8,31.1,0.0,0.8
60,19,16.2,30.5,0.0,0.6
60,20,18.2,32.0,0.0,0.8
60,21,19.9,33.2,0.2,1.0
60,22,19.5,23.4,2.5,0.5
60,23,18.1,31.6,0.0,0.9
60,24,19.7,30.1,0.0,1.3
60,25,19.2,31.8,0.0,1.3
60,26,17.9,30.8,0.0,1.3
60,27,17.9,30.5,0.0,0.7
60,28,15.6,30.1,0.0,0.6
60,29,17.7,27.8,0.0,0.7
60,30,17.9,32.3,0.0,0.7
60,31,18.3,32.6,0.0,0.9
60,32,16.1,31.2,0.0,1.3
60,33,19.9,32.4,0.0,0.7
60,34,19.0,32.9,0.0,0.6
60,35,18.1,30.8,0.0,0.9
60,36,17.8,32.5,0.0,0.9
60,37,17.4,32.7,0.0,0.9
60,38,18.4,30.0,0.0,1.2
60,39,18.2,33.4,0.0,0.6
60,40,18.8,30.7,0.0,0.8
60,41,18.8,28.0,0.0,0.7
60,42,15.9,31.3,0.0,0.4
60,43,18.9,32.8,0.0,0.5
60,44,17.3,32.9,0.0,0.9
60,45,19.3,32.2,0.0,1.2
60,46,17.8,32.0,0.0,1.0
60,47,17.6,30.1,0.0,0.6
60,48,17.4,32.8,0.0,1.3
60,49,18.7,31.7,0.0,1.1
60,50,16.6,31.6,0.0,0.7
60,51,16.1,30.1,0.0,0.7
60,52,18.1,30.9,0.0,0.4
60,53,20.0,29.0,0.0,0.6
60,54,19.9,28.6,0.0,0.6
60,55,17.7,29.8,0.0,0.6
60,56,19.4,32.0,0.0,0.7
60,57,19.3,30.5,0.0,0.6
60,58,19.4,32.5,0.0,0.7
60,59,15.3,32.5,0.0,0.6
60,60,17.6,34.7,3.6,0.5
60,61,19.0,29.2,0.0,0.8
60,62,19.0,28.5,19.1,0.6
60,63,18.7,30.9,0.2,0.7
60,64,19.5,32.7,0.2,0.6
60,65,17.9,29.7,0.6,1.1
60,66,20.4,28.9,0.4,0.8
60,67,20.3,23.8,2.4,0.7
60,68,15.8,24.8,0.6,0.7
60,69,15.7,29.5,11.2,0.6
60,70,19.1,29.8,11.0,0.7
60,71,16.4,30.8,0.0,0.7
60,72,17.3,34.5,0.0,1.3
60,73,18.1,30.8,0.0,0.8
60,74,18.1,30.5,0.0,0.6
60,75,18.5,33.4,0.0,0.6
60,76,19.9,29.7,11.8,0.8
60,77,14.3,33.0,0.0,0.7
60,78,15.0,34.0,0.0,0.6
60,79,17.5,32.3,0.0,0.7
60,80,17.4,30.3,0.0,1.0
60,81,19.4,32.4,22.2,1.3
60,82,18.7,30.6,7.0,0.8
60,83,18.2,32.9,11.8,0.9
60,84,17.1,25.7,0.0,1.1
60,85,18.0,30.1,0.0,1.4
60,86,18.3,30.7,0.0,1.4
60,87,22.7,31.8,0.0,0.9
60,88,23.7,32.5,0.0,0.9
